SRIDU,PopTotAge,Pop0_14,Pop15_64,Pop65plus,TotalLog,MaisonIndiv,MaisonJumulee,MaisonRangee,AppartDuplex,AppartMoins5E,Appart5EtPlus,AutreMaisonIndivAttenante,LogementMobile,TotalMenag,Menage1pers,Menage2pers,Menage3pers,Menage4pers,Menage5pPlus,RevMedMenage,PopTotMFRApI,PopTotMFR,PopTotMFRPct,TotalMenag2,Proprietaire,Locataire,TotalLog2,Log1960ouAv,Log1961_80,Log1981_90,Log1991_00,Log2001_05,Log2006_10,Log2011_15,Log2016_21,ValeurMedLog,ValeurMoyLog,LoyerMedian,LoyerMoyen
"4620603.02 (SR), Montréal (RMR) (4620603.02) (00000)",4250,625,2315,1315,1585,20,0,0,345,1095,125,0,0,1580,510,475,245,225,125,65000,3775,535,14.2,1635,665,970,1635,250,1105,55,60,20,0,125,15,700000,668000,850,870
"4620603.03 (SR), Montréal (RMR) (4620603.03) (00000)",3280,755,2025,495,1230,0,5,0,25,1160,35,0,0,1230,355,330,175,190,180,65000,3280,490,14.9,1175,290,885,1175,155,785,75,45,10,10,0,105,800000,820000,880,892
"4620604.01 (SR), Montréal (RMR) (4620604.01) (00000)",3550,540,2265,745,1290,760,15,0,65,305,145,0,0,1290,275,410,200,250,155,92000,3535,275,7.8,1260,865,395,1260,310,655,40,35,40,25,30,125,600000,656000,1070,1116
"4620604.02 (SR), Montréal (RMR) (4620604.02) (00000)",4515,1060,2770,685,1725,15,45,0,45,1625,0,0,0,1725,470,460,315,285,195,66500,4515,665,14.7,1720,450,1275,1720,260,1135,220,70,15,10,0,15,800000,824000,900,930
"4620604.03 (SR), Montréal (RMR) (4620604.03) (00000)",3015,545,1820,640,1225,45,40,0,25,1115,0,0,0,1230,365,390,185,170,115,67500,3010,390,13.1,1235,420,815,1235,185,840,135,55,15,0,0,0,800000,764000,860,852
"4620604.04 (SR), Montréal (RMR) (4620604.04) (00000)",3455,725,2145,590,1335,20,105,0,5,1195,0,0,0,1330,360,390,210,235,140,70000,3460,425,12.3,1335,340,995,1335,170,755,300,65,30,0,0,0,800000,828000,880,948
"4620604.05 (SR), Montréal (RMR) (4620604.05) (00000)",5280,1245,3285,745,1885,130,85,125,80,1455,0,0,0,1880,450,475,315,405,240,78000,5275,570,10.8,1915,760,1155,1915,195,1115,85,80,135,185,95,30,750000,732000,880,932
"4620605.01 (SR), Montréal (RMR) (4620605.01) (00000)",3520,610,2025,885,1595,25,0,0,120,1040,400,0,0,1595,650,440,185,190,125,57200,3520,680,19.3,1570,545,1025,1570,170,960,145,65,65,120,25,15,628000,630000,820,844
"4620605.02 (SR), Montréal (RMR) (4620605.02) (00000)",1995,290,1185,520,730,550,20,0,0,160,0,5,0,735,140,245,125,130,85,97000,1995,140,7,740,605,130,740,120,505,15,25,25,35,0,15,600000,680000,755,840
"4620605.03 (SR), Montréal (RMR) (4620605.03) (00000)",5845,1230,3635,985,2370,45,70,0,85,2060,115,0,0,2375,775,625,365,380,225,64500,5840,920,15.7,2375,635,1735,2375,295,1520,190,280,50,25,15,0,800000,744000,860,892
"4620605.04 (SR), Montréal (RMR) (4620605.04) (00000)",4900,1005,2975,915,1910,10,235,0,260,1405,5,0,0,1915,530,570,310,320,190,69000,4900,690,14.1,1910,700,1210,1910,215,1330,195,150,20,0,0,0,500000,589000,890,920
"4620605.05 (SR), Montréal (RMR) (4620605.05) (00000)",2270,375,1410,485,920,235,55,0,45,580,0,0,0,920,260,310,140,120,90,73000,2270,265,11.8,945,555,390,945,185,505,50,50,30,10,15,100,650000,716000,900,988
"4620610.01 (SR), Montréal (RMR) (4620610.01) (00000)",4775,985,3090,700,2000,0,110,5,70,1455,355,0,0,2005,710,550,305,235,200,54400,4780,1025,21.5,2045,400,1645,2045,405,1225,180,145,45,15,10,20,448000,460000,790,817
"4620610.02 (SR), Montréal (RMR) (4620610.02) (00000)",4610,845,2920,845,1815,10,0,0,620,1180,0,0,0,1815,580,475,305,240,205,60800,4565,725,15.9,1800,565,1230,1800,315,1230,115,65,35,20,0,20,580000,520000,830,854
"4620610.03 (SR), Montréal (RMR) (4620610.03) (00000)",5685,895,2855,1935,2185,275,230,145,100,1015,415,0,0,2185,800,655,305,230,195,60800,5035,770,15.2,2200,1005,1195,2200,320,1415,265,125,20,25,0,15,376000,412000,860,928
"4620610.04 (SR), Montréal (RMR) (4620610.04) (00000)",3970,910,2570,490,1745,0,0,0,20,1715,0,0,0,1740,630,530,255,170,155,49200,3970,1125,28.4,1770,100,1665,1770,315,1080,220,95,25,10,0,15,572000,480000,745,776
"4620610.05 (SR), Montréal (RMR) (4620610.05) (00000)",4855,1135,3270,450,2105,0,0,0,15,1845,225,20,0,2105,745,615,335,240,175,48800,4855,1515,31.1,2105,220,1880,2105,325,1145,200,145,35,50,155,45,250000,302000,735,747
"4620610.06 (SR), Montréal (RMR) (4620610.06) (00000)",2820,535,1885,400,1130,5,80,0,35,1005,0,5,0,1125,350,310,190,145,125,60400,2825,480,17,1130,230,900,1130,165,750,100,85,25,0,0,0,400000,444000,840,874
"4620610.07 (SR), Montréal (RMR) (4620610.07) (00000)",4660,630,2100,1935,1550,40,45,25,5,1060,380,0,0,1555,650,450,220,135,105,45600,3310,980,29.7,1525,315,1210,1525,240,800,285,120,35,20,0,25,352000,408000,730,710
"4620611.01 (SR), Montréal (RMR) (4620611.01) (00000)",3040,650,1920,475,1185,85,85,0,450,540,0,15,0,1185,360,330,205,155,140,59200,3040,565,18.7,1145,355,790,1145,525,480,40,60,10,10,0,20,400000,424000,790,814
"4620611.02 (SR), Montréal (RMR) (4620611.02) (00000)",5835,1185,3850,805,2315,120,45,0,675,1435,25,20,0,2315,750,620,360,310,280,61600,5840,1040,17.9,2315,670,1645,2315,740,1220,135,110,45,35,10,15,420000,434000,800,827
"4620612.00 (SR), Montréal (RMR) (4620612.00) (00000)",4815,1025,3115,675,1925,120,35,0,530,1100,110,25,0,1920,630,495,315,265,205,60400,4805,895,18.6,1905,690,1220,1905,690,820,80,120,30,40,105,30,400000,434000,770,844
"4620613.00 (SR), Montréal (RMR) (4620613.00) (00000)",7815,1675,5060,1085,3145,220,50,10,685,2165,0,20,0,3150,1125,795,460,405,365,58800,7740,1450,18.7,3145,1010,2135,3145,1125,1240,240,175,45,60,105,160,448000,447000,775,814
"4620614.00 (SR), Montréal (RMR) (4620614.00) (00000)",3830,685,2550,595,1715,225,10,20,320,930,215,0,0,1720,715,450,210,190,145,57600,3830,660,17.2,1705,560,1145,1705,715,570,190,100,35,45,10,40,448000,458000,745,812
"4620615.00 (SR), Montréal (RMR) (4620615.00) (00000)",5850,1245,3825,775,2320,180,55,5,520,1465,90,5,0,2315,765,620,355,305,270,58800,5830,1105,19,2335,670,1660,2335,820,950,175,180,95,30,25,50,448000,453000,790,823
"4620616.00 (SR), Montréal (RMR) (4620616.00) (00000)",6895,1450,4295,1150,2695,125,20,95,580,1790,75,10,5,2695,910,720,435,340,295,58000,6645,1395,21,2695,690,2005,2695,900,1120,215,210,145,60,15,35,400000,426000,770,806
"4620617.01 (SR), Montréal (RMR) (4620617.01) (00000)",5615,1010,3585,1025,2200,500,300,100,85,1045,165,5,0,2200,660,630,340,320,245,66500,5565,875,15.8,2200,1070,1125,2200,735,1170,130,100,10,20,10,20,400000,420000,785,826
"4620617.02 (SR), Montréal (RMR) (4620617.02) (00000)",3900,675,2530,700,1630,320,110,5,260,920,0,15,0,1625,560,470,245,195,160,67000,3880,535,13.9,1635,745,890,1635,780,595,50,85,35,40,25,20,400000,428000,795,832
"4620618.00 (SR), Montréal (RMR) (4620618.00) (00000)",3610,585,2160,865,1680,210,30,15,180,1085,145,20,0,1680,755,475,195,135,110,53600,3485,680,19.4,1670,450,1220,1670,585,585,230,115,35,60,10,45,400000,406000,795,856
"4620619.00 (SR), Montréal (RMR) (4620619.00) (00000)",5885,790,3065,2025,2990,210,60,0,180,1350,1190,0,0,2990,1640,750,260,215,125,46000,5435,1285,23.6,2995,570,2430,2995,790,1210,380,320,65,115,35,85,400000,466000,880,947
"4620625.01 (SR), Montréal (RMR) (4620625.01) (00000)",6035,1075,4050,915,2170,1310,350,55,85,355,0,15,5,2175,405,725,425,360,255,92000,6025,425,7,2195,1830,370,2195,395,615,610,360,75,70,35,40,302000,338400,880,924
"4620625.02 (SR), Montréal (RMR) (4620625.02) (00000)",7955,1775,5240,945,2640,1325,425,385,80,435,0,0,0,2645,440,735,495,545,425,100000,7950,355,4.5,2640,2325,320,2640,165,810,575,240,115,395,220,125,300000,310400,940,950
"4620626.00 (SR), Montréal (RMR) (4620626.00) (00000)",7635,1560,5135,940,2675,1755,150,40,65,670,0,0,0,2675,535,785,450,535,370,108000,7630,355,4.6,2675,2365,310,2675,315,500,265,210,350,375,535,130,400000,433600,830,920
"4620627.00 (SR), Montréal (RMR) (4620627.00) (00000)",6625,925,4205,1500,2755,905,85,45,165,1325,210,30,0,2760,1115,820,355,280,190,65500,5975,650,10.9,2760,1260,1495,2760,1180,990,335,125,25,30,50,15,400000,399000,870,967
"4620628.01 (SR), Montréal (RMR) (4620628.01) (00000)",4820,880,3060,880,1975,615,280,150,40,800,80,0,0,1975,555,660,320,270,165,82000,4820,415,8.7,1985,1245,740,1985,460,1095,160,125,40,70,15,20,400000,456000,800,838
"4620628.02 (SR), Montréal (RMR) (4620628.02) (00000)",3750,710,2420,620,1580,410,355,85,5,730,0,0,0,1580,505,495,245,215,120,76500,3740,300,8,1570,905,670,1570,145,875,280,130,30,30,40,35,384000,394000,840,908
"4620629.00 (SR), Montréal (RMR) (4620629.00) (00000)",3515,565,2120,835,1325,1005,90,15,20,195,0,0,0,1330,280,475,200,235,135,99000,3510,165,4.7,1325,1135,190,1325,710,425,65,25,15,15,60,15,424000,457000,810,840
"4620630.01 (SR), Montréal (RMR) (4620630.01) (00000)",3710,610,2320,780,1310,1230,15,0,5,60,0,0,0,1305,210,435,230,290,145,117000,3700,130,3.6,1305,1220,90,1305,310,890,60,25,20,0,0,0,500000,516000,990,1260
"4620630.02 (SR), Montréal (RMR) (4620630.02) (00000)",5180,885,2980,1315,1945,1400,185,15,5,210,130,0,0,1950,425,680,310,380,160,115000,5080,265,5.2,1950,1705,240,1950,105,1315,255,140,100,30,0,0,552000,572000,820,840
"4620631.00 (SR), Montréal (RMR) (4620631.00) (00000)",7775,1295,5645,835,2600,1640,165,185,40,525,45,0,0,2605,410,660,515,715,310,128000,7765,305,3.9,2605,2290,310,2605,140,60,65,725,580,460,410,155,600000,667000,1320,1320
"4620632.01 (SR), Montréal (RMR) (4620632.01) (00000)",5095,775,3200,1120,2020,1340,60,0,65,535,5,5,5,2015,515,715,295,320,175,85000,5085,355,7,2000,1435,560,2000,275,975,545,90,55,10,10,40,420000,440400,840,912
"4620632.02 (SR), Montréal (RMR) (4620632.02) (00000)",4835,875,3120,840,1870,900,235,35,30,675,0,5,0,1870,470,610,320,290,185,87000,4830,390,8.1,1890,1200,685,1890,160,1010,425,95,65,70,25,35,400000,418000,830,878
"4620632.03 (SR), Montréal (RMR) (4620632.03) (00000)",5790,690,2995,2100,1810,1020,115,75,15,585,0,0,0,1815,465,610,300,290,145,93000,4525,295,6.5,1810,1340,475,1810,50,710,850,115,35,20,25,15,500000,529000,820,896
"4620632.04 (SR), Montréal (RMR) (4620632.04) (00000)",6995,925,4705,1365,3010,1225,360,15,25,1370,0,0,5,3005,955,995,430,435,185,82000,6985,505,7.2,3005,2040,970,3005,105,665,1575,500,65,65,20,10,400000,431600,850,926
"4620633.00 (SR), Montréal (RMR) (4620633.00) (00000)",5275,780,3000,1495,2030,1225,75,5,15,290,415,5,0,2035,545,735,285,315,150,92000,4925,355,7.2,2035,1510,525,2035,565,950,395,55,25,20,10,15,492000,501200,840,956
"4620634.00 (SR), Montréal (RMR) (4620634.00) (00000)",3215,565,2065,585,1340,705,70,0,10,425,125,5,0,1345,420,425,200,200,105,77500,3205,325,10.1,1335,820,510,1335,700,370,80,35,10,0,40,85,400000,445000,870,960
"4620635.00 (SR), Montréal (RMR) (4620635.00) (00000)",5665,735,3120,1815,2410,645,90,5,460,805,400,10,0,2410,1050,725,310,195,135,60400,4950,710,14.3,2420,1155,1260,2420,1185,695,300,90,35,35,55,25,348000,395000,850,944
"4620636.00 (SR), Montréal (RMR) (4620636.00) (00000)",7440,1490,4850,1105,3075,555,125,10,115,2205,65,0,0,3070,965,965,455,425,270,70000,7430,1010,13.5,3075,1075,2000,3075,600,1555,235,205,195,170,100,20,368000,375000,870,890
"4620637.01 (SR), Montréal (RMR) (4620637.01) (00000)",4975,805,3160,1015,1895,960,210,90,25,615,0,0,0,1900,415,660,315,315,190,85000,4970,370,7.5,1895,1360,545,1895,155,1285,360,55,10,30,0,10,400000,402400,870,908
"4620637.02 (SR), Montréal (RMR) (4620637.02) (00000)",4340,695,2930,725,2185,15,15,170,0,1830,150,0,0,2185,1000,640,260,185,100,60800,4340,660,15.2,2185,660,1525,2185,130,555,610,455,235,110,40,45,332000,366000,785,822
"4620638.01 (SR), Montréal (RMR) (4620638.01) (00000)",5425,765,3580,1080,2525,545,175,40,40,1595,120,0,0,2525,925,875,330,270,130,67000,5425,640,11.7,2525,1075,1445,2525,260,1400,500,300,30,15,15,0,400000,390000,830,866
"4620638.02 (SR), Montréal (RMR) (4620638.02) (00000)",2200,385,1405,415,840,445,30,0,40,325,0,0,0,835,210,265,130,145,90,86000,2205,175,8,820,585,235,820,300,465,25,10,0,10,0,0,448000,456000,930,970
"4620638.03 (SR), Montréal (RMR) (4620638.03) (00000)",4605,860,3030,715,1960,350,135,5,175,1210,60,15,5,1955,700,535,290,270,160,66000,4590,630,13.8,1975,705,1270,1975,530,945,140,125,30,50,0,145,400000,441000,850,922
"4620638.04 (SR), Montréal (RMR) (4620638.04) (00000)",6570,1140,4520,915,3155,165,145,15,0,2645,165,10,0,3155,1335,935,390,330,160,56800,6570,1140,17.3,3155,685,2470,3155,370,1920,390,220,60,30,25,140,424000,436000,775,814
"4620639.00 (SR), Montréal (RMR) (4620639.00) (00000)",4195,560,2465,1170,1990,400,40,10,150,885,495,5,0,1990,865,675,215,155,85,62800,3935,615,15.7,2035,790,1240,2035,640,630,170,90,130,85,160,135,424000,461000,890,956
"4620640.00 (SR), Montréal (RMR) (4620640.00) (00000)",4495,700,2665,1130,1805,560,60,10,215,740,205,5,0,1810,690,510,260,185,160,70500,4130,570,13.8,1825,950,880,1825,770,365,165,165,45,45,120,160,400000,437000,1000,1106
"4620641.01 (SR), Montréal (RMR) (4620641.01) (00000)",9045,1270,5600,2170,4100,510,90,85,150,2255,1005,5,0,4095,1755,1240,535,365,210,63600,8400,1110,13.2,4095,1365,2735,4095,480,1455,1055,255,105,195,350,205,380000,403200,910,996
"4620641.02 (SR), Montréal (RMR) (4620641.02) (00000)",4180,535,3075,570,2010,660,45,0,60,180,1060,0,0,2005,830,625,240,210,95,79000,4165,470,11.3,1950,1265,690,1950,410,310,85,20,85,305,325,415,400000,401000,1220,1212
"4620642.00 (SR), Montréal (RMR) (4620642.00) (00000)",7815,1340,5080,1395,3275,1115,100,45,10,1880,125,5,0,3270,1100,1020,445,420,290,69000,7765,1085,14,3275,1580,1690,3275,225,1705,605,245,95,95,85,215,400000,403600,850,934
"4620643.01 (SR), Montréal (RMR) (4620643.01) (00000)",7445,1305,4990,1150,2975,1205,25,150,0,310,1280,0,0,2975,885,915,430,475,270,102000,7340,560,7.6,2985,1630,1355,2985,25,0,15,135,455,555,730,1070,616000,654000,1450,1462
"4620643.02 (SR), Montréal (RMR) (4620643.02) (00000)",10180,985,5595,3600,5350,45,75,90,0,1230,3910,0,0,5355,2500,1960,475,300,120,67000,9670,1545,16,5340,2120,3225,5340,130,455,245,430,420,805,1250,1600,400000,418800,1450,1450
"4620643.03 (SR), Montréal (RMR) (4620643.03) (00000)",5735,940,3845,955,2455,530,25,15,55,1820,0,10,0,2450,885,700,360,300,205,63600,5735,945,16.5,2450,1135,1320,2450,535,715,465,470,180,30,25,30,348000,378000,870,901
"4620644.00 (SR), Montréal (RMR) (4620644.00) (00000)",1245,180,815,245,520,280,20,0,10,215,0,0,0,525,175,165,65,70,45,82000,1245,95,7.6,505,355,155,505,285,115,15,15,40,10,0,25,400000,432000,810,900
"4620645.00 (SR), Montréal (RMR) (4620645.00) (00000)",5720,790,2875,2060,2260,290,40,120,70,1225,515,0,0,2260,1090,505,215,260,185,46000,4850,1180,24.4,2260,590,1670,2260,580,710,410,220,50,165,55,70,348000,350000,775,800
"4620646.01 (SR), Montréal (RMR) (4620646.01) (00000)",3905,855,2505,545,1570,145,40,35,105,1125,110,5,5,1570,585,380,210,215,175,53200,3840,1050,27.3,1550,400,1150,1550,275,490,300,150,50,40,55,185,280000,322000,810,802
"4620646.02 (SR), Montréal (RMR) (4620646.02) (00000)",4005,740,2435,830,1590,305,15,25,220,815,200,0,0,1585,480,460,240,225,180,67000,4005,660,16.5,1580,755,830,1580,520,530,195,95,100,125,0,10,400000,404000,840,910
"4620646.03 (SR), Montréal (RMR) (4620646.03) (00000)",4035,635,2340,1060,1875,265,60,5,185,310,1050,0,0,1880,835,535,185,160,155,56800,3975,780,19.6,1885,555,1330,1885,475,850,160,160,15,15,15,195,348000,370000,1160,1209
"4620647.01 (SR), Montréal (RMR) (4620647.01) (00000)",3230,130,1185,1910,1990,0,0,5,0,100,1880,0,0,1990,1000,845,75,45,25,62400,3230,450,13.9,2035,1210,825,2035,115,1055,475,225,65,0,0,90,348000,438000,1110,1078
"4620647.02 (SR), Montréal (RMR) (4620647.02) (00010)",8020,1000,4295,2715,3495,685,130,180,165,1380,950,10,0,3500,1400,1090,420,355,240,62000,7575,1185,15.6,3455,1915,1540,3455,650,845,845,385,205,300,130,90,348000,394400,940,1063
"4620648.00 (SR), Montréal (RMR) (4620648.00) (00000)",5335,905,3310,1120,1885,1015,185,0,160,525,0,0,0,1880,430,500,330,360,265,74500,5330,650,12.2,1905,1350,555,1905,640,1080,100,40,30,15,0,0,400000,434800,820,872
"4620649.01 (SR), Montréal (RMR) (4620649.01) (00000)",2700,440,1665,595,980,265,360,0,15,335,0,0,0,980,235,275,160,175,130,75000,2705,315,11.6,985,630,350,985,125,520,230,50,10,10,30,15,468000,548000,870,960
"4620649.02 (SR), Montréal (RMR) (4620649.02) (00000)",5435,810,3340,1285,1980,540,675,65,50,650,5,0,0,1980,445,580,380,335,240,72000,5435,640,11.8,1975,1350,625,1975,175,1310,320,100,15,45,0,0,448000,437600,820,848
"4620650.01 (SR), Montréal (RMR) (4620650.01) (00000)",4400,675,2715,1015,1580,690,130,20,20,730,0,0,0,1585,380,420,270,305,210,75000,4395,525,12,1585,980,610,1585,335,1105,80,45,10,10,0,0,500000,537000,870,940
"4620650.02 (SR), Montréal (RMR) (4620650.02) (00000)",4170,750,2640,780,1520,395,15,0,30,1085,0,0,0,1525,390,425,245,250,215,68500,4135,645,15.6,1520,705,815,1520,315,870,105,55,70,15,20,70,500000,508000,900,994
"4620650.04 (SR), Montréal (RMR) (4620650.04) (00000)",6940,1445,4695,805,2685,725,105,15,0,1840,0,5,0,2685,720,825,420,455,260,81000,6860,760,11.1,2680,1285,1400,2680,25,190,600,120,175,960,515,105,400000,510800,1050,1086
"4620650.05 (SR), Montréal (RMR) (4620650.05) (00000)",4190,745,2670,780,1460,530,90,95,30,710,0,5,0,1455,335,410,250,270,195,82000,4045,455,11.3,1460,930,530,1460,210,410,175,190,240,170,35,25,500000,504000,1000,1000
"4620651.01 (SR), Montréal (RMR) (4620651.01) (00000)",6460,980,4275,1205,2345,1160,480,130,40,525,0,5,0,2340,500,720,390,445,285,88000,6460,565,8.8,2345,1885,460,2345,195,670,800,235,105,150,85,95,400000,419200,940,1008
"4620651.02 (SR), Montréal (RMR) (4620651.02) (00000)",8320,1755,5670,895,2590,1495,600,0,20,470,5,0,0,2595,360,620,450,710,450,110000,8325,420,5,2590,2325,270,2590,50,180,775,400,330,380,290,185,452000,526000,1160,1090
"4620652.01 (SR), Montréal (RMR) (4620652.01) (00000)",9150,1620,5835,1695,3305,2060,120,150,10,830,135,0,0,3305,740,1030,550,655,335,107000,8925,570,6.4,3320,2600,725,3320,230,945,385,360,355,460,205,380,536000,702000,1040,1464
"4620652.04 (SR), Montréal (RMR) (4620652.04) (00000)",4215,730,2785,700,1520,1015,290,30,70,55,60,5,0,1520,295,475,285,305,165,105000,4210,205,4.9,1560,1325,240,1560,210,675,440,145,30,20,10,30,400000,456400,870,840
"4620652.06 (SR), Montréal (RMR) (4620652.06) (00000)",4020,820,2750,450,1460,990,165,140,15,110,40,0,0,1460,275,445,290,315,140,115000,4020,165,4,1460,1310,150,1460,140,300,315,385,190,40,80,15,448000,462800,1090,1100
"4620652.07 (SR), Montréal (RMR) (4620652.07) (00000)",9605,1930,6560,1110,3365,2000,560,35,80,505,180,0,5,3365,645,945,590,800,390,115000,9590,430,4.5,3365,2865,505,3365,235,430,250,785,610,380,335,345,500000,567000,1200,1256
"4620652.08 (SR), Montréal (RMR) (4620652.08) (00000)",5105,975,3685,445,1610,1110,155,0,5,335,0,0,0,1610,225,335,320,485,240,120000,5110,265,5.2,1570,1260,310,1570,15,195,155,445,525,130,75,20,564000,564000,1050,1050
"4620652.09 (SR), Montréal (RMR) (4620652.09) (00000)",4255,825,3060,370,1295,945,10,20,0,315,5,0,0,1300,165,255,245,405,230,109000,4260,275,6.5,1280,1010,270,1280,15,50,175,435,360,220,25,0,600000,584000,1030,1090
"4620653.00 (SR), Montréal (RMR) (4620653.00) (00000)",945,140,595,215,365,365,5,0,0,0,0,0,0,365,75,140,60,65,30,128000,940,45,4.8,385,350,35,385,220,100,25,0,0,0,10,25,650000,736000,1560,1700
"4620654.00 (SR), Montréal (RMR) (4620654.00) (00000)",880,120,510,245,355,255,15,0,0,80,0,0,0,350,65,165,40,55,25,176000,880,45,5.2,370,330,35,370,105,80,25,45,10,15,15,80,1000000,1276000,3000,2200
"4620655.01 (SR), Montréal (RMR) (4620655.01) (00000)",4330,715,2925,690,1740,1215,80,25,120,285,10,10,0,1745,510,580,265,245,145,80000,4230,395,9.4,1705,1285,425,1705,750,355,135,160,115,50,55,80,280000,321200,880,924
"4620655.02 (SR), Montréal (RMR) (4620655.02) (00000)",6705,1245,4475,980,2505,1675,295,70,165,285,5,0,5,2505,585,800,420,450,250,87000,6620,500,7.5,2505,2005,500,2505,525,655,555,340,235,80,35,85,348000,341200,800,860
"4620656.01 (SR), Montréal (RMR) (4620656.01) (00010)",8220,1300,4760,2165,3255,1585,340,215,160,240,705,5,0,3255,1105,975,475,430,275,76500,7675,680,8.9,3255,2130,1125,3255,455,755,665,465,150,420,130,215,348000,367200,1210,1204
"4620656.03 (SR), Montréal (RMR) (4620656.03) (00000)",3825,630,2600,595,1430,1090,250,0,45,35,0,5,0,1430,320,480,240,240,145,92000,3780,230,6,1420,1280,140,1420,165,390,280,510,35,25,10,10,348000,328000,810,960
"4620656.04 (SR), Montréal (RMR) (4620656.04) (00000)",7470,1760,5020,690,2350,1910,185,65,50,140,0,0,0,2350,300,595,445,630,380,119000,7475,240,3.2,2350,2190,160,2350,100,265,370,180,490,595,285,65,492000,478800,1050,1140
"4620657.01 (SR), Montréal (RMR) (4620657.01) (00000)",3660,605,2385,670,1475,910,15,125,20,325,70,10,0,1470,440,450,235,195,150,80000,3660,310,8.5,1440,1135,305,1440,215,815,95,120,150,15,15,15,348000,354000,880,890
"4620657.02 (SR), Montréal (RMR) (4620657.02) (00000)",5770,1020,3770,985,2135,1345,225,120,10,430,0,0,0,2135,425,750,370,335,255,90000,5770,350,6.1,2170,1735,430,2170,120,1140,360,455,80,10,0,0,376000,384400,820,892
"4620657.03 (SR), Montréal (RMR) (4620657.03) (00000)",4355,835,2955,565,1420,790,485,45,5,90,0,0,0,1415,185,425,240,335,230,107000,4355,190,4.4,1425,1305,120,1425,15,475,385,310,115,105,15,0,400000,398800,900,1100
"4620658.01 (SR), Montréal (RMR) (4620658.01) (00000)",4430,790,2650,985,1715,1040,330,70,10,265,0,0,0,1710,380,620,285,250,175,79500,4430,290,6.6,1720,1440,285,1720,75,1465,85,40,20,15,0,25,348000,343200,860,880
"4620658.02 (SR), Montréal (RMR) (4620658.02) (00000)",3195,510,1975,720,1205,865,225,0,10,105,0,0,0,1205,205,480,210,195,120,95000,3195,140,4.3,1195,1115,75,1195,15,720,380,15,10,45,10,0,348000,356000,820,960
"4620658.03 (SR), Montréal (RMR) (4620658.03) (00000)",8155,1440,5415,1300,3035,1940,230,60,45,660,95,0,0,3040,650,985,515,570,310,97000,8155,390,4.8,3040,2490,545,3040,255,1015,480,510,310,255,110,85,400000,442400,970,1004
"4620659.04 (SR), Montréal (RMR) (4620659.04) (00000)",4910,1005,3520,385,1645,1070,245,150,0,180,0,0,0,1645,250,420,315,470,180,135000,4910,100,2,1665,1550,110,1665,10,0,65,750,230,210,250,150,500000,521000,1530,1460
